feature_id	feature_start	feature_stop	susC	susD	susEF	starch_active_domain	localization	coverage_ratio	opf_id	ko_list	architecture	product_description	cazy_domain_list
B1B_00067	32053	33555					CY	1.02481221867738	Opf01056	K02112	ATP-synt_ab_N:ATP-synt_ab:AAA_19:ATPase	ATP synthase subunit beta	
B1B_00068	33602	33838					CY	1.0628672625576	Opf00382	K02114	ATP-synt_DE_N	ATP synthase epsilon chain	
B1B_00069	33826	35100					PP	1.06602809969598	Opf00598	K02108	DUF202:ATP-synt_A	ATP synthase subunit a	
B1B_00070	35164	35418					CY	0.975304682881633	Opf01066	K02110	ATP-synt_C	ATP synthase subunit c	
B1B_00071	35429	35923					CY	0.941796389673725	Opf00742	K02109	ATP-synt_B:DUF724:HisKA_3	ATP synthase subunit b	GT83
B1B_00072	35930	36475					CY	0.93212479732493	Opf00561	K02113	OSCP	ATP synthase subunit delta	
B1B_00073	36480	38063					CY	1.0035402600765	Opf00908	K02111	ATP-synt_ab_N:ATP-synt_ab:ATP-synt_ab_C	ATP synthase subunit alpha	
B1B_00074	38090	38977					CY	1.06767265426426	Opf00586	K02115	ATP-synt	ATP synthase gamma chain	
B1B_00075	39035	39553					CY	1.02602964427007	Opf00242	K00338	Fer4_15:Fer4_22:Fer4_7	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic	
B1B_00076	39600	40127					CY	0.985817664142065	Opf00747	K00339	DUF3302:Oxidored_q3	NADH-quinone oxidoreductase subunit J	
B1B_00077	40134	40445					CY	1.08122532412401	Opf01073	K00340	Oxidored_q2	NADH-quinone oxidoreductase subunit K	
B1B_00078	40449	42413					CY	1.01121302645525	Opf00992	K00341	Proton_antipo_C:Proton_antipo_N:Proton_antipo_M:Proton_antipo_C:DUF4059:Proton_antipo_N	NADH-quinone oxidoreductase subunit L	
B1B_00079	42450	43964					CY	0.986909732964049	Opf00974	K00342	Proton_antipo_M:Proton_antipo_M	NAD(P)H-quinone oxidoreductase chain 4 1	
B1B_00080	44016	45458					CY	1.05210022753028	Opf00893	K00343	UL41A:Proton_antipo_M	NAD(P)H-quinone oxidoreductase subunit 2	
B1B_00081	45816	47780				GH13_25	CY	1.07510083188172	Opf00790	K00705	GDE_N:GDE_C	hypothetical protein	GH133
B1B_00082	47796	49049					CY	1.02331339235398	Opf00897	K16149	Glyco_transf_5:Glyco_transf_4:Glycos_transf_1:Mastoparan_2	Glycogen synthase	GT5,GT3,GT4,GT4
B1B_00083	49086	50516				GH57	CY	1.05409897094532	Opf00490	K07405	Glyco_hydro_57:DASH_Spc34	hypothetical protein	GH57
B1B_00084	52015	50633					CY	1.1122583542091	Opf00332	K07058	Virul_fac_BrkB:Rrf2	hypothetical protein	
B1B_00085	53325	52507					CY	0.966293658054965	Opf08185		DUF3096:DUF202:DUF308:LMBR1	hypothetical protein	
B1B_00086	54068	53457					CY	1.02728242919237	Opf00575	K00945	Cytidylate_kin2	Cytidylate kinase	
B1B_00087	54146	54505					CY	1.04819973930538	Opf00619		VPR:VPR	hypothetical protein	
B1B_00088	54592	55374					CY	1.04256926774784	Opf00206	K03768	Pro_isomerase	Putative peptidyl-prolyl cis-trans isomerase	
B1B_00089	55607	57457					CY	0.987895899231581	Opf00301		P4Ha_N:DUF349:DUF349:DUF349:DUF349:DUF349:DUF349:DUF1664	hypothetical protein	
B1B_00090	57598	58233					PP	0.993312418021134	Opf07912		Sel1:Sel1:Sel1:Sel1	Secretory immunoglobulin A-binding protein EsiB	
B1B_00091	58251	59477					CY	0.9996277923981	Opf01157	K01079	ACT_6:Put_Phosphatase:ACT:ACT_6:HAD	Phosphoserine phosphatase	
B1B_00092	59691	59509					CY	1.13657847477366	Opf12640			hypothetical protein	
B1B_00093	59747	62110					PP	0.938403681221195	Opf00602	K07001	Patatin	hypothetical protein	
B1B_00094	62934	62524					CY	0.0278440376802366	Opf12560		AbiEii	hypothetical protein	
B1B_00095	728	820					CY	0.417288902808449				hypothetical protein	
B1B_00096	186	104					CY	0.729610601497984				tRNA-Leu(cag)	
B1B_00097	276	201					CY	0.857565525115684				tRNA-Pro(tgg)	
B1B_00098	551	1336					CY	1.04735011650949	Opf01485	K12343	Plant_vir_prot:DUF1295:Steroid_dh	hypothetical protein	
B1B_00099	2051	633					CY	0.00346642247175733	Opf02114	K03655	AlbA_2:HATPase_c_4:HTH_24	hypothetical protein	
B1B_00100	3131	2193					CY	0.00207640313103991	Opf01069		Phage_int_SAM_5:Phage_int_SAM_5	hypothetical protein	
B1B_00101	3531	3683					CY	0.0211818538923195				hypothetical protein	
B1B_00102	135	539					CY	0.938418103142985	Opf01338		FAM199X	hypothetical protein	
B1B_00103	632	724					CY	1.09402842801619	Opf11285			hypothetical protein	
B1B_00104	721	1557					CY	0.0862770805143066	Opf10029		Glycos_transf_2:Glycos_transf_2	hypothetical protein	GT2
B1B_00105	1600	2292					CY	0.00269171931655934	Opf04110	K12997	Glycos_transf_2	hypothetical protein	GT2
B1B_00106	2309	3382					CY	0.004874398982546	Opf02355	K17716	Polysacc_synt_2:Polysacc_syn_2C	UDP-glucose 4-epimerase	
B1B_00107	3389	3841					CY	0.00128349157307571	Opf14386	K01790	FdtA:Cupin_2	hypothetical protein	
B1B_00108	3838	4986					CY	0.00149439816881893	Opf03102	K19068	Epimerase:NAD_binding_4:GPI	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase	
B1B_00109	4983	6161					CY	0.00516631890448634	Opf02487	K01791	PA-IIL:Epimerase_2	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase	
B1B_00110	6172	7383					CY	0.0110163843372592	Opf03837	K03208	Glyco_trans_4_4:Glycos_transf_1	hypothetical protein	GT4
B1B_00111	40	411					CY	0.890308851650025	Opf00384	K03550	HHH_5:RuvA_C	Holliday junction ATP-dependent DNA helicase RuvA	
B1B_00112	411	7790					CY	1.04613183110066	Opf00741		SprA_N:DUF2460:DUF2460:DUF2460:SprA_N	hypothetical protein	
B1B_00113	7850	9511					CY	1.10489590323627	Opf00022	K07085	Asp-Al_Ex:TrkA_C:TrkA_C:Asp-Al_Ex	Aspartate/alanine antiporter	
B1B_00114	10111	9596					PP	1.08490317318906			SH3_4:SH3_4	hypothetical protein	
B1B_00115	12743	10119					CY	1.04879477487842	Opf00612	K01872	tRNA-synt_2c:SnoaL:tRNA_SAD:YabB:DHHA1	Alanine--tRNA ligase	
B1B_00116	13111	14079					CY	1.12996035425338	Opf01433	K21471	CC2-LZ:Biotin_lipoyl_2:CC2-LZ:Peptidase_M23	hypothetical protein	
B1B_00117	14084	14419					CY	1.04192274836066	Opf00381		MerR_1:HTH_23	hypothetical protein	
B1B_00118	14432	14551					CY	0.460485122730721	Opf11841			hypothetical protein	
B1B_00119	16215	14524					CY	1.07492390410311	Opf00022	K07085	Asp-Al_Ex:TrkA_C:TrkA_C:Asp-Al_Ex	Aspartate/alanine antiporter	
B1B_00120	16488	18677					PP	1.09780209461192	Opf00637	K01284	U3_assoc_6:Peptidase_M3	Oligopeptidase A	
B1B_00121	19944	18718					CY	1.12656313212262	Opf00165		Methyltransf_15:DUF5468:TehB	hypothetical protein	
B1B_00122	20172	21710					CY	1.04825753207964	Opf00400	K01448	Amidase_3:DUF3837:Amidase_3:DUF3837:SPOR	hypothetical protein	
B1B_00123	21790	22692					CY	1.16222233897844	Opf00621	K02067	MlaD:DUF948:Flagellin_C	hypothetical protein	
B1B_00124	22965	24425					CY	1.03762836877377	Opf00930	K02313	DnaA_N:Bac_DnaA:NACHT:Bac_DnaA_C:DUF3741	Chromosomal replication initiator protein DnaA	
B1B_00125	26666	24489					CY	1.07708339470384	Opf00660		Vps39_1:TPR_17:Vps39_1:PPR:Vps39_1:TPR_7:Vps39_1:TPR_2:TPR_16:TPR_2:TPR_2	hypothetical protein	GT41,GT41
B1B_00126	26947	27417					CY	1.12707580533286	Opf11245		DUF4293	hypothetical protein	
B1B_00127	29568	27592					CY	1.11121728907783	Opf03814	K02238	DUF4131:Competence	hypothetical protein	
B1B_00128	30287	29544					CY	1.12216858421633	Opf00404	K00014	Shikimate_dh_N	Shikimate dehydrogenase (NADP(+))	
B1B_00129	32359	30305					PP	1.09979439396969	Opf00052	K07386	Peptidase_M13_N:Peptidase_M13	Neutral endopeptidase	
B1B_00130	34350	32362					CY	1.16516099301024	Opf00289	K06158	ABC_tran:AAA_25:ABC_tran_Xtn:ABC_tran:AAA_18:DUF87:ABC_tran_CTD	putative ABC transporter ATP-binding protein YheS	
B1B_00131	36286	34649					CY	1.0895619168931	Opf00892	K04077	Cpn60_TCP1	60 kDa chaperonin	
B1B_00132	36581	36309					CY	1.24582397989059	Opf00447	K04078	Cpn10	10 kDa chaperonin	
B1B_00133	38183	36747				GH13_28	PP	1.33783164230251	Opf01163	K01176	Alpha-amylase	Alpha-amylase	GH13_28
B1B_00134	38498	39103					PP	1.04748686171378	Opf01187	K21471	Strumpellin:NLPC_P60	hypothetical protein	GT88
B1B_00135	39218	39289					CY	1.05232362917307				tRNA-Gln(ctg)	
B1B_00136	39359	39658					CY	0.986794486346421	Opf07778		Cyto_heme_lyase	hypothetical protein	
B1B_00137	40356	41525					CY	0.0013316060027061	Opf10260			hypothetical protein	
B1B_00138	41525	43183					CY	0.00422348513335769	Opf10415	K06915	SepF	hypothetical protein	
B1B_00139	43185	44780					CY	0.00357611780751878	Opf10181	K04079	HATPase_c_3:DUF4259:HATPase_c:zf-C4H2	Chaperone protein HtpG	
B1B_00140	44777	46756					CY	0.00276316903892848	Opf10498		B12-binding:B12-binding:Radical_SAM:DUF4325:DUF4325	hypothetical protein	
B1B_00141	46753	48888					CY	0.00078976516737789	Opf16600		RNA_pol_A_CTD:RNA_pol_A_CTD:HHH_5:Sigma70_r4:HARE-HTH:HARE-HTH:HARE-HTH	hypothetical protein	
B1B_00142	48980	49138					CY	0.00290437660455302	Opf11406		DUF4605	hypothetical protein	
B1B_00143	1804	866					CY	0.997367193049966	Opf01920	K05521	ADP_ribosyl_GH	ADP-ribosylarginine hydrolase Tri1	
B1B_00144	2299	1847					CY	1.01101180188558	Opf00273	K11991	MafB19-deam	tRNA-specific adenosine deaminase	
B1B_00145	3195	2302					CY	0.954751080382218	Opf00401	K03527	LYTB	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	
B1B_00146	3865	3176					CY	1.01191359692549	Opf00205	K00945	Cytidylate_kin	Cytidylate kinase	
B1B_00147	5973	3862				GH13_8	CY	1.02082884768506	Opf00581	K00700	CBM_48:CBM_48:Alpha-amylase:Alpha-amylase:Alpha-amylase_C	1,4-alpha-glucan branching enzyme GlgB	CBM48,CBM48,GH13_8,GH13_7
B1B_00148	7568	5976					CY	0.962538405088669	Opf00826		ABC_tran:AAA_21:DUF4435	hypothetical protein	
B1B_00149	8208	7600					CY	0.987391758499154	Opf00539	K00793	Lum_binding:Lum_binding	Riboflavin synthase	
B1B_00150	8869	8222					PP	0.919819184771862	Opf00800		DUF4923	hypothetical protein	
B1B_00151	161	57					CY	1.43910756853679				hypothetical protein	
B1B_00152	165	1469				GH57	OM	1.06031987589959	Opf03725		DUF4493	hypothetical protein	GH57,CBM22,CBM22
B1B_00153	1479	3722					PP	1.07835957574547	Opf01407		DUF4493:fn3:Pur_ac_phosph_N:PCMD	hypothetical protein	CBM16,CBM16,CBM16
B1B_00154	3739	4590					CY	1.08391806911126	Opf01219			hypothetical protein	
B1B_00155	4587	5525					PP	1.00989947717706	Opf01220		OMP_b-brl	hypothetical protein	
B1B_00156	5573	7162					OM	1.08234485924266	Opf01176		PCMD:PCMD	hypothetical protein	
B1B_00157	7220	7777					CY	1.02817347523226	Opf02461		GT87:PAP2	hypothetical protein	
B1B_00158	7788	8144					CY	1.24202373575278	Opf05056	K00901	DAGK_prokar	Undecaprenol kinase	
B1B_00159	1104	1					CY	0.465508420107914	Opf01475		DDE_Tnp_1	IS4 family transposase ISBf13	
B1B_00160	1451	1618					CY	0.00138617121160389	Opf11603		DUF1030:DUF1030	hypothetical protein	
B1B_00161	1956	2246					CY	0.00105683243784414		K07133	DUF4143:RecG_wedge	hypothetical protein	
B1B_00162	2606	2403					CY	0.850608477099029	Opf10926		DUF3165	hypothetical protein	
B1B_00163	3251	2610					CY	1.064705160567	Opf00701		DNA_pol_A_exo1	Ribonuclease D	
B1B_00164	3928	3272					CY	1.0965892785601	Opf00322	K01935	AAA_26	ATP-dependent dethiobiotin synthetase BioD 1	
B1B_00165	5227	3947					CY	0.97803342919087	Opf00731	K00600	SHMT	Serine hydroxymethyltransferase	
B1B_00166	6549	5257					CY	0.990505403178083	Opf00872	K00351	Fer2:FAD_binding_6:FAD_binding_6:NAD_binding_1	Na(+)-translocating NADH-quinone reductase subunit F	
B1B_00167	7176	6562					CY	1.03922220168805	Opf01070	K00350	Rnf-Nqr	Na(+)-translocating NADH-quinone reductase subunit E	
B1B_00168	7816	7196					CY	1.07747810914017	Opf00984	K00349	Rnf-Nqr	Na(+)-translocating NADH-quinone reductase subunit D	
B1B_00169	8544	7813					CY	1.06809367056053	Opf00689	K00348	FixQ:FMN_bind	Na(+)-translocating NADH-quinone reductase subunit C	
B1B_00170	9743	8550					CY	1.071945596614	Opf00957	K00347	NQR2_RnfD_RnfE	Na(+)-translocating NADH-quinone reductase subunit B	
B1B_00171	11089	9764					CY	1.04072764215157	Opf00333	K00346	NQRA:NQRA_SLBB	Na(+)-translocating NADH-quinone reductase subunit A	
B1B_00172	12862	11246					CY	1.01137818888382	Opf00782		TPR_2:TPR_19:TPR_16:TPR_17:TPR_19:TPR_2:TPR_19:TPR_2:TPR_14:TPR_2	Beta-barrel assembly-enhancing protease	GT41,GT41,GT41,GT41
B1B_00173	14105	13101					PP	1.0672099432258	Opf00633	K02040	PBP_like_2	hypothetical protein	
B1B_00174	14335	14120					CY	1.03735295465613	Opf00556		DUF4181	hypothetical protein	
B1B_00175	754	203					CY	1.02399192713447	Opf10035			hypothetical protein	
B1B_00176	924	1316					CY	1.03771734843705	Opf06171			hypothetical protein	
B1B_00177	1368	3353					CY	1.07120868928748	Opf00049			hypothetical protein	PL10_1
B1B_00178	3436	4113					CY	0.953008105650729	Opf00204	K01838	HAD_2	Validoxylamine A 7'-phosphate phosphatase	
B1B_00179	4142	5203					CY	1.01881257530099	Opf00359	K01735	DHQ_synthase	3-dehydroquinate synthase	
B1B_00180	5332	5505					CY	1.17799997886753	Opf08046		DUF5423	hypothetical protein	
B1B_00181	5559	10781					PP	1.0828557253925			CBM_4_9:Exo_endo_phos:RicinB_lectin_2:RicinB_lectin_2:CBM_4_9:DUF2141:SIMPL:CBM_4_9:Phage_T7_tail:CBM_4_9:CBM_4_9:CBM_4_9	hypothetical protein	CBM38,CBM61,CBM61,CBM61,CBM61,CBM16,CBM16
B1B_00182	11079	11993					CY	1.04703643557889	Opf00634		WYL	hypothetical protein	
B1B_00183	12031	13083					CY	1.03806490827847	Opf01133	K00966	NTP_transferase	UTP--glucose-1-phosphate uridylyltransferase	
B1B_00184	13142	14314					CY	0.894284257158135	Opf00406	K03979	GTP1_OBG:MMR_HSR1:MMR_HSR1_Xtn:DNA_pol_phi	GTPase Obg/CgtA	
B1B_00185	14316	15152					CY	0.957978697248825	Opf00282		Acyltransferase	hypothetical protein	
B1B_00186	15386	15733					CY	0.899262355258221				hypothetical protein	
B1B_00187	15717	16979					CY	0.965639275336682	Opf04812		FlxA	hypothetical protein	
B1B_00188	17339	17719					PP	1.05186119831267			DUF3244	hypothetical protein	
B1B_00189	17787	18653					OM	1.38604208870834	Opf02545		Redoxin:DUF1573	hypothetical protein	
B1B_00190	18682	18945					PP	1.11963339168125	Opf08095		NVEALA	hypothetical protein	
B1B_00191	18945	19961					PP	1.0986394468005			eIF-1a:eIF-1a:eIF-1a	hypothetical protein	
B1B_00192	20065	20160					CY	1.23220256160912				hypothetical protein	
B1B_00193	20217	22139					CY	1.06443371949151	Opf02919		Transglut_core	hypothetical protein	
B1B_00194	22144	23208					OM	1.46872583136648	Opf10431		DUF5128	hypothetical protein	
B1B_00195	23816	25417					CY	0.979891726222777	Opf00502	K01937	CTP_synth_N:GATase	CTP synthase	
B1B_00196	25451	27328					CY	0.992543236329202	Opf00732	K00764	Glyco_trans_1_2:GATase_6:GATase_2:Glyco_trans_1_2	Amidophosphoribosyltransferase	
B1B_00197	27468	28184					CY	1.04298091705749	Opf02833		RE_EcoO109I	hypothetical protein	
B1B_00198	28181	29545					CY	1.07038836113751	Opf02267	K00558	DNA_methylase	hypothetical protein	
B1B_00199	29680	31782					CY	1.0208121788059	Opf00293	K03217	60KD_IMP:YidC_periplas:60KD_IMP:Trimer_CC	Membrane protein insertase YidC	
B1B_00200	31792	32613					CY	0.97451928587739	Opf03039	K02574	DUF4231:Fer4_5:DUF4231:Fer4_5:Fer4:Fer4_6	Ferredoxin-type protein NapH	
B1B_00201	32648	33442					CY	1.15160318208395	Opf00375	K00560	Thymidylat_synt	Thymidylate synthase 2	
B1B_00202	34445	33420					PP	1.03655919205075	Opf04685	K02529	LacI:Peripla_BP_3:Peripla_BP_3	putative HTH-type transcriptional repressor ExuR	
B1B_00203	49	1959					CY	0.757294509675068				23S ribosomal RNA (partial)	
B1B_00204	277	627					CY	1.07167987161466	Opf07812		HTH_24	hypothetical protein	
B1B_00205	584	973					CY	1.05605389556736				hypothetical protein	
B1B_00206	2014	245					CY	1.08418737851855	Opf02073	K01201	Glyco_hydro_30:Glyco_hydro_30:Glyco_hydro_30C	hypothetical protein	GH30_7,GH30_2
B1B_00207	2036	2947					PP	0.98838634548048			7kD_coat:DUF4957:QRPTase_N:7kD_coat:DUF4957	hypothetical protein	GH28
B1B_00208	3046	4185					OM	1.00329103890438	Opf01505		DUF4861	hypothetical protein	
B1B_00209	5926	4280					CY	0.954481169526558	Opf00889	K01676	Fumerase:Fumerase_C	Fumarate hydratase class I, aerobic	
B1B_00210	6329	9721					CY	1.00355939342402	Opf01182		AP3D1:Astro_capsid_p:Amidase_3:RR_TM4-6:Amidase_3	hypothetical protein	
B1B_00211	9778	11244					CY	1.00659679913477	Opf00455		Glycos_transf_2	hypothetical protein	GT2
B1B_00212	11281	12237					CY	0.944839922379514	Opf01126		DUF4922	hypothetical protein	
B1B_00213	12257	13606					CY	0.995668114684627	Opf00081	K08218	BT1:MFS_1	Anhydromuropeptide permease	
B1B_00214	13603	15957					PP	1.04449378264624	Opf00543		POTRA:POTRA:Bac_surface_Ag	Outer membrane protein assembly factor BamA	
B1B_00215	15994	16647					CY	1.0223081274145	Opf00781	K01091	HAD_2	Phosphoglycolate phosphatase	
B1B_00216	16679	17458					CY	0.974130959178384	Opf00180	K01071	Acyl-ACP_TE	hypothetical protein	
B1B_00217	17548	19509					CY	1.0246088906536	Opf02016	K01534	E1-E2_ATPase:E1-E2_ATPase:Hydrolase:E1-E2_ATPase	Zinc-transporting ATPase	
B1B_00218	19538	19975					CY	1.15922986395951	Opf01291	K03711	FUR:zf-AN1:zf-AN1	hypothetical protein	
B1B_00219	21409	20072					CY	0.96043159731589	Opf00024	K00262	IL34:ELFV_dehydrog_N:ELFV_dehydrog	NAD-specific glutamate dehydrogenase	
B1B_00220	21573	21448					CY	1.04101746940231				hypothetical protein	
B1B_00221	23015	21765					PP	1.03186295840367	Opf01008	K03286	OMP_b-brl_2:OMP_b-brl_2:OmpA	Outer membrane protein 40	
B1B_00222	23209	24084					CY	1.01641218012145	Opf03624		Peptidase_M23	hypothetical protein	
B1B_00223	24081	25295					CY	0.959777331861395	Opf00226	K00099	DXP_reductoisom:DXP_redisom_C:DXPR_C	1-deoxy-D-xylulose 5-phosphate reductoisomerase	
B1B_00224	25365	26816					CY	1.04894512122014	Opf00187	K11749	Peptidase_M50:Peptidase_M50	Putative zinc metalloprotease	
B1B_00225	26862	28043					CY	0.86545739063804	Opf00789	K06969	PUA:Methyltrans_SAM	Ribosomal RNA large subunit methyltransferase I	
B1B_00226	28143	30185					CY	1.01707025942119	Opf00376	K01277	Peptidase_M49:Peptidase_M49	hypothetical protein	
B1B_00227	30213	30626					CY	0.8918792285637	Opf05170		DNA_alkylation	hypothetical protein	
B1B_00228	30699	31973					CY	1.00584781064839	Opf01062	K02234	cobW:Spheroidin:CobW_C	Putative metal chaperone YciC	
B1B_00229	33830	32082		1		GH13_6	CY	1.06343469350829	Opf02588	K21572	SusD-like_3:SusD_RagB	SusD-like protein P38	GH13_6
B1B_00230	37230	34111	1				PP	1.07749459788196	Opf02758	K21573	CarbopepD_reg_2:Plug:TonB_dep_Rec	TonB-dependent receptor P26	
B1B_00231	40152	37405					CY	1.0387521408729	Opf00778	K10439	Peptidase_M56:Peripla_BP_4:DUF2630:Peptidase_M56:HisKA:HATPase_c:Response_reg:HTH_18	Sensor histidine kinase RcsC	
B1B_00232	40459	42288					PP	0.993751050905283	Opf00967	K03332	DUF4980:Glyco_hydro_32N:Glyco_hydro_32C	hypothetical protein	GH32,GH32
B1B_00233	42303	43490					CY	0.986279850773977	Opf01011	K02429	MFS_1	hypothetical protein	
B1B_00234	43586	44464					CY	0.994244064612414	Opf00460	K00847	PfkB	ATP-dependent 6-phosphofructokinase	
B1B_00235	416	3001				GH31	PP	1.02013616904532	Opf01473	K01187	DUF4968:Glyco_hydro_31:DUF5110	Oligosaccharide 4-alpha-D-glucosyltransferase	GH31
B1B_00236	3017	3619					CY	1.07859109679295	Opf06331	K03088	Sigma70_r2:Sel_put:Sigma70_r4_2	ECF RNA polymerase sigma factor SigW	
B1B_00237	3675	4625					CY	1.11872673380568	Opf06657	K07165	FecR:DUF4974	hypothetical protein	
B1B_00238	4731	7958	1				PP	1.01973807654951	Opf01209	K21573	STN:STN:CarbopepD_reg_2:Plug:TonB_dep_Rec:TonB_dep_Rec	TonB-dependent receptor SusC	
B1B_00239	7971	9698		1			IM	1.00933046938911	Opf04830	K21572	SusD-like_3:TPR_14:SusD_RagB	hypothetical protein	
B1B_00240	9739	12267					CY	1.0080774966574	Opf16816		Peptidase_S8	hypothetical protein	
B1B_00241	15078	12448				GH31	PP	1.02772373763755	Opf01473	K01187	DUF4968:Glyco_hydro_31:DUF5110	hypothetical protein	GH31
B1B_00242	15498	15196					CY	0.99634060006251	Opf05255			hypothetical protein	
B1B_00243	1235	246					CY	0.00249032518295977	Opf06848		AbiH	hypothetical protein	
B1B_00244	3520	1232					CY	0.00100281125974301	Opf03444	K09124	DUF2357:PDDEXK_7	hypothetical protein	
B1B_00245	5458	3533					CY	0.00147730460882094	Opf03154	K07452	CodY:AAA_16:AAA_5:Peripla_BP_3:AAA_22:CodY	hypothetical protein	
B1B_00246	6489	5455					CY	0.000884152058261649	Opf02119	K00558	DNA_methylase	IS1595 family transposase ISCco3	
B1B_00247	162	401					CY	0.00142889865022058				hypothetical protein	
B1B_00248	1086	298					OM	0.00143497669811715			Phospholamban:Phospholamban	hypothetical protein	
B1B_00249	3647	1455					CY	0.00149372130657952	Opf00067	K06147	Peptidase_C39:ABC_membrane:ABC_tran:ABC_ATPase	Toxin RTX-I translocation ATP-binding protein	
B1B_00250	3896	3660					PP	0.00179814393972736	Opf11478		DUF4999:YabB	hypothetical protein	
B1B_00251	5895	3901					CY	0.00564253759315644	Opf02200		OMP_b-brl_3:OMP_b-brl_3	hypothetical protein	
B1B_00252	874	7146					CY	0.00243297984502223	Opf16533		RHS_repeat:RHS_repeat:RHS_repeat:RHS_repeat:RHS_repeat:RHS_repeat:RHS_repeat:RHS_repeat:RHS_repeat:RHS_repeat:RHS_repeat:RHS_repeat:RHS_repeat	hypothetical protein	
B1B_00253	7292	7789					CY	0.0015342477445601			Imm43:Pho86	hypothetical protein	
B1B_00254	8017	10644					CY	0.975081367685521	Opf00721	K01873	tRNA-synt_1:Anticodon_1:Val_tRNA-synt_C	Valine--tRNA ligase	
B1B_00255	249	506					PP	0.761871480675147		K01224	Glyco_hydro_53	hypothetical protein	GH53
B1B_00256	600	1091					CY	1.00565114253053	Opf00707	K07095	Metallophos_2	hypothetical protein	
B1B_00257	1311	1072					CY	1.04725938143322	Opf08364			hypothetical protein	
B1B_00258	1318	2973					PP	1.08364918063798	Opf02131	K01206	Alpha_L_fucos:Fucosidase_C	hypothetical protein	GH29
B1B_00259	5222	3087				GH97	PP	0.997649578055998	Opf00042	K21574	GH97_N:Glyco_hydro_97:GH97_C	Glucan 1,4-alpha-glucosidase SusB	GH97
B1B_00260	5423	5971					CY	0.960384426558072	Opf00093	K01104	LMWPc	Putative low molecular weight protein-tyrosine-phosphatase	
B1B_00261	7089	6058					OM	1.06672502355346	Opf02249		Mfa_like_1	hypothetical protein	
B1B_00262	8136	7117					CY	1.03266374174709	Opf13440		DUF5119:DUF5119	hypothetical protein	
B1B_00263	9202	8237					CY	1.05681476858696	Opf02906		Ion_trans_2	hypothetical protein	
B1B_00264	9314	10672					PP	1.07940863721666	Opf01645	K06889	Peptidase_S15:Hydrolase_4:DLH	hypothetical protein	CE1,CE7
B1B_00265	11444	10737					CY	1.13523972425482	Opf01053	K05339	LrgB	Inner membrane protein YohK	
B1B_00266	11821	11468					CY	1.01249676557757	Opf00942	K06518	LrgA	hypothetical protein	
B1B_00267	11956	12924					CY	0.943333051777499	Opf00486	K00833	Radical_SAM:BATS	Biotin synthase	
B1B_00268	12914	14995					PP	1.02131876671556	Opf01855	K16089	Plug:TonB_dep_Rec:TonB_dep_Rec	Vitamin B12 transporter BtuB	
B1B_00269	15087	15566					PP	0.91252616673171	Opf02631	K08364	HMA	hypothetical protein	
B1B_00270	15672	16112					PP	0.981709853844081	Opf01783		PepSY_2:PepSY_like	hypothetical protein	
B1B_00271	16788	16237					CY	1.00629159840453	Opf00244		Rubrerythrin:zf-Di19	Rubrerythrin	
B1B_00272	17478	17047					CY	1.00583358227522	Opf01143	K09825	FUR:TF_Zn_Ribbon	Peroxide-responsive repressor PerR	
B1B_00273	18735	17713					CY	1.05388731490419	Opf01296		KAR:Ubiquitin_2:WYL	hypothetical protein	
B1B_00274	18927	19511					CY	0.697692030315388	Opf01562	K02839	RtcB:RF-1	Peptide chain release factor 2	
B1B_00275	19535	19918					CY	1.05194695751519	Opf07806		RepL:HTH_24	hypothetical protein	
B1B_00276	20043	19906					CY	1.03937285793664	Opf11193			hypothetical protein	
B1B_00277	21038	20043					CY	0.921247698269731	Opf00053	K01972	HTH_11:Virulence_RhuM	hypothetical protein	
B1B_00278	21313	21041					CY	0.959779509617454	Opf03949		PBP1_TM	hypothetical protein	
B1B_00279	22506	21316					CY	0.788903593955035	Opf03389		PMBR:MUG113:PMBR:E1_4HB:E1_4HB:T5orf172	hypothetical protein	
B1B_00280	24413	22503					CY	1.01764805220702	Opf03191		ResIII:Helicase_C:TPM_phosphatase:TPM_phosphatase:TPM_phosphatase	hypothetical protein	
B1B_00281	1330	56					CY	0.827018708252358	Opf03187			hypothetical protein	
B1B_00282	369	650					CY	0.695859026170813				hypothetical protein	
B1B_00283	900	679					CY	0.848299840743717	Opf02149		TAP_C:TAP_C	hypothetical protein	
B1B_00284	1385	897					CY	0.98048358634625	Opf01604		DUF3990	hypothetical protein	
B1B_00285	1606	1382					CY	0.952278406109975	Opf01964		DUF3791	hypothetical protein	
B1B_00286	1992	1483					CY	1.1506846183219	Opf03993		Corona_S2:Corona_S2	hypothetical protein	
B1B_00287	419	1003					CY	1.20416464225424	Opf02830	K01246	Adenine_glyco	DNA-3-methyladenine glycosylase 1	
B1B_00288	987	1400					CY	1.11532164687831	Opf01314		UPF0047	hypothetical protein	
B1B_00289	260	841					CY	0.956086377431872	Opf03017		HTH_17:cNMP_binding:HTH_AraC:HTH_23	hypothetical protein	
B1B_00290	959	1579					CY	0.894645619420067	Opf01254	K04069	Radical_SAM	Pyruvate formate-lyase 1-activating enzyme	
